;LOPE_AmorConVista(1626);LOPE_AmorPleitoYDesafio(1621);LOPE_AyVerdadesQueEnAmor(1625);LOPE_BastardoMudarra(1612);LOPE_BatallaDelHonor(1608);LOPE_Benavides(1600);LOPE_BizarriasDeBelisa(1634);LOPE_BrasilRestituido(1625);LOPE_BuenaGuarda(1610);LOPE_BurgalesaDeLerma(1613);LOPE_CaballeroDelSacramento(1610);LOPE_CardenalDeBelen(1610);LOPE_CarlosQuintoEnFrancia(1604);LOPE_CastigoSinVenganza(1631);LOPE_CoronaDeHungria(1623);LOPE_CoronaMerecida(1603);LOPE_CuerdoLoco(1602);LOPE_DamaBoba(1613);LOPE_DelMonteSale(1627);LOPE_DesdenVengado(1617);LOPE_DiscordiaEnLosCasados(1611);LOPE_EstefaniaLaDesdichada(1604);LOPE_FavorAgradecido(1593);LOPE_GalanDeLaMembrilla(1615);LOPE_HermosaEster(1610);LOPE_LoQuePasaEnUnaTarde(1617);LOPE_MarquesDeLasNavas(1624);LOPE_MasPuedenCelos(1627);LOPE_MayorVictoriaDeAlemania(1622);LOPE_NinezDelPadreRojas(1625);LOPE_PedroCarbonero(1603);LOPE_PoderEnElDiscreto(1623);LOPE_PrincipeDespenado(1602);LOPE_PruebaDeLosAmigos(1604);LOPE_QuienMasNoPuede(1616);LOPE_SantiagoElVerde(1615);LOPE_SembrarEnBuenaTierra(1616);LOPE_SinSecretoNoHayAmor(1626)
terrón;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006058403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
terso;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006307159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
terzuelo;0;0;0;0,006109109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tesenio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006813846;0;0;0;0;0;0;0;0;0;0;0;0;0
teseos;0;0;0;0;0;0;0;0;0;0,005673437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007064641;0;0;0;0;0;0;0;0;0
testos;0;0,006548788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
testuz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,008482484;0;0;0;0;0;0;0;0
texto;0;0,006548788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
thamar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006813846;0;0;0;0;0;0;0;0;0;0;0;0;0
thetis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007064641;0;0;0;0;0;0;0;0;0
tí;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006173602;0;0;0;0
tia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,008482484;0;0;0;0;0;0;0;0
tiara;0;0;0;0;0;0;0;0;0;0;0;0,006868604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tíbar;0;0;0;0;0;0;0,007113387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tibero;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005870956;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tibre;0;0;0;0;0;0;0;0;0;0;0;0,006868604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,008482484;0;0;0;0;0;0;0;0
tiémplalos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006178179;0;0;0;0;0
tiemplan;0;0;0,007178751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tiemplas;0;0;0;0;0,006053635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tiemplen;0;0;0;0,006109109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tiemples;0;0;0;0;0;0;0;0;0;0;0;0;0,006938181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tiénela;0;0;0;0;0;0,005404237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tiénelas;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00651848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tiénele;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006229365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tiénese;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006229365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tiénesle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006229365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tiénesme;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006525711
tienta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006525711
timbrio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00576668;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tiniéndole;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00651848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tiniéndome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00576668;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tiniente;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00683527;0
tiña;0;0;0;0;0;0;0;0;0;0;0;0;0,006938181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tipo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006058403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tirábale;0;0;0;0;0;0;0,007113387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tiráredes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006894174;0;0;0;0;0;0;0
tírenme;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006791633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tirer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007064641;0;0;0;0;0;0;0;0;0
tiritaña;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006791633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tirole;0;0;0;0;0;0;0;0,008547009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tirria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007527286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
títiro;0;0;0;0;0;0;0;0;0,006503219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tito;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007527286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tocádome;0;0;0;0;0;0;0;0;0;0;0;0;0,006938181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tócale;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00576668;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tocalla;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006813846;0;0;0;0;0;0;0;0;0;0;0;0;0
tócame;0;0,006548788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tocasme;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006813846;0;0;0;0;0;0;0;0;0;0;0;0;0
toga;0;0;0;0;0;0;0,007113387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tolas;0;0;0;0;0;0,005404237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
toledos;0;0;0;0;0;0;0;0,008547009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tolemaida;0;0;0;0;0;0;0;0;0;0;0;0,006868604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tolerar;0;0;0;0,006109109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tolis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006894174;0;0;0;0;0;0;0
tolosa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,008640055;0;0;0;0;0;0;0;0;0;0;0
tolosano;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006541078;0;0;0;0;0;0;0;0;0;0;0;0
tomá;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005870956;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tomalla;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006791633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tomándome;0;0;0;0;0;0;0,007113387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tomárale;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00576668;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tomaréla;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006173602;0;0;0;0
tomarele;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00651848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tomártele;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006178179;0;0;0;0;0
tómela;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006173602;0;0;0;0
tomiris;0;0;0;0;0;0;0,007113387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tomóle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007527286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tonsura;0;0;0;0;0;0;0,007113387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
topacio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,008640055;0;0;0;0;0;0;0;0;0;0;0
topose;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00576668;0;0;0;0;0;0;0;0;0;0;0;0;0;0
toque;0;0;0;0,006109109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
toqueado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006525711
toquilla;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006541078;0;0;0;0;0;0;0;0;0;0;0;0
tor;0;0;0;0;0;0;0;0;0;0;0,006347191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
toranzo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,008482484;0;0;0;0;0;0;0;0
torbantes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006894174;0;0;0;0;0;0;0
torcella;0;0;0;0;0;0;0;0;0;0,005673437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
torciósele;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006525711
torillo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,008640055;0;0;0;0;0;0;0;0;0;0;0
tormes;0;0;0;0;0;0;0;0;0,006503219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tórnala;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006391001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tórname;0;0;0;0;0;0;0;0;0;0,005673437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tórnate;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006894174;0;0;0;0;0;0;0
tornay;0;0;0;0;0;0;0;0;0;0;0;0;0,006938181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
torneador;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006307159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tórnelo;0;0;0;0;0;0;0;0;0,006503219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
torreblanca;0;0;0;0;0;0;0;0,008547009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
torrecusa;0;0;0;0;0;0;0;0,008547009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
torta;0;0;0;0;0,006053635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tortada;0;0;0;0;0;0;0;0;0;0,005673437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tortolillas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005922066;0;0
tortuga;0;0;0;0;0;0;0;0;0;0,005673437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
torzuelos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006423433;0;0;0
toscamente;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006614632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
toser;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005922066;0;0
tostado;0;0;0;0;0;0;0;0,008547009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
totila;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006261741;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tourlac;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007064641;0;0;0;0;0;0;0;0;0
toviera;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006614632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
trabajoso;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006541078;0;0;0;0;0;0;0;0;0;0;0;0
traball;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007064641;0;0;0;0;0;0;0;0;0
trábame;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006178179;0;0;0;0;0
traé;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006229365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
traelda;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006614632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
traeldos;0;0;0;0;0;0;0;0;0;0;0,006347191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
traélos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,008482484;0;0;0;0;0;0;0;0
tráenla;0;0;0;0;0;0;0;0;0;0;0;0;0,006938181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tráenme;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006525711
traerale;0;0;0;0;0;0,005404237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
traerase;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00683527;0
traeréle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006173602;0;0;0;0
traértele;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00683527;0
tráesme;0,006691201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
trágase;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006173602;0;0;0;0
tragicomedia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006178179;0;0;0;0;0
tráigale;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007064641;0;0;0;0;0;0;0;0;0
tráiganse;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006058403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
traile;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006541078;0;0;0;0;0;0;0;0;0;0;0;0
trairá;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006614632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
traizión;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006173602;0;0;0;0
trajistes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005922066;0;0
tramar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006058403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
trampear;0;0;0;0;0;0;0;0;0;0,005673437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tranca;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006307159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
trancelín;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006229365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
transformador;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00651848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
transfórmale;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006541078;0;0;0;0;0;0;0;0;0;0;0;0
transformándome;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00651848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
transformaréle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006173602;0;0;0;0
translación;0;0;0;0;0;0;0;0;0;0;0;0,006868604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
transparente;0,006691201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
trapalatrapa;0;0;0;0;0;0;0;0;0;0;0;0;0,006938181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
trasegar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00576668;0;0;0;0;0;0;0;0;0;0;0;0;0;0
trasgo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006894174;0;0;0;0;0;0;0
trasladábades;0,006691201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
trasladose;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005922066;0;0
traspaso;0;0;0;0;0;0;0;0;0;0;0;0;0,006938181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
traspié;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00576668;0;0;0;0;0;0;0;0;0;0;0;0;0;0
traspontín;0;0;0;0;0;0,005404237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
traste;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006813846;0;0;0;0;0;0;0;0;0;0;0;0;0
trasto;0;0;0;0;0;0;0,007113387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tratábades;0;0;0;0;0,006053635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tratalle;0;0;0,007178751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tratallos;0;0,006548788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tratamiento;0;0;0;0;0,006053635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tratándome;0;0;0;0;0;0;0;0;0,006503219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tratarelo;0;0;0;0;0;0,005404237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
trátase;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00683527;0
trátasme;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006229365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
trayciones;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006173602;0;0;0;0
trayéndome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006894174;0;0;0;0;0;0;0
trazo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005870956;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
trazóla;0;0;0;0;0;0;0;0;0;0;0;0;0,006938181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
trébol;0;0;0;0;0;0;0;0;0;0;0;0,006868604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
trece;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006894174;0;0;0;0;0;0;0
